"id";"name";"full_name";"number";"party";"federation";"occupation";"status";"status_checked_at";"tse_url"
"210002533925";"Marjorie Sasset";"Marjorie Monique Sasset";"50100";"PSOL";"FEDERAÇÃO PSOL REDE";"Professor de Ensino Médio";"Deferido";"2026-09-21T17:06:17.585151+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533925"
"210002533934";"Matheus Gomes";"Matheus Pereira Gomes";"50123";"PSOL";"FEDERAÇÃO PSOL REDE";"Deputado";"Deferido";"2026-09-21T17:06:16.609680+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533934"
"210002533943";"Matheus Vicente";"Matheus Edemar Pereira Vicente";"50050";"PSOL";"FEDERAÇÃO PSOL REDE";"Servidor Público Municipal";"Deferido";"2026-09-21T17:06:21.637147+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533943"
"210002533929";"Pedro Stein";"Pedro Homero Stein";"50500";"PSOL";"FEDERAÇÃO PSOL REDE";"Agricultor";"Deferido";"2026-09-21T17:06:16.811878+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533929"
"210002533924";"Professor Guilherme";"Guilherme Sturmer Lovatto";"50150";"PSOL";"FEDERAÇÃO PSOL REDE";"Professor de Ensino Superior";"Deferido";"2026-09-21T17:06:18.985569+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533924"
"210002533937";"Professora Dani Kroeff";"Danielle dos Santos Kroeff";"50005";"PSOL";"FEDERAÇÃO PSOL REDE";"Professor de Ensino Médio";"Deferido";"2026-09-21T17:06:15.671322+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533937"
"210002533928";"Sora Ju";"Juliana Selle Vinskoski";"50333";"PSOL";"FEDERAÇÃO PSOL REDE";"Professor de Ensino Médio";"Deferido";"2026-09-21T17:06:19.067041+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533928"
"210002533933";"Vilmar O Gari";"Vilmar Francisco da Silva";"50010";"PSOL";"FEDERAÇÃO PSOL REDE";"Gari Ou Lixeiro";"Deferido";"2026-09-21T17:06:17.559764+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533933"
"210002534036";"Adão Pretto";"Adão Pretto Filho";"13655";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Deputado";"Deferido";"2026-09-21T17:06:20.205403+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534036"
"210002534013";"Alexandre Bublitz";"Alexandre Bublitz";"13010";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Médico";"Deferido";"2026-09-21T17:06:20.475314+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534013"
"210002534040";"Ana Affonso";"Ana Ines Affonso";"13813";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Professor de Ensino Fundamental";"Deferido";"2026-09-21T17:06:20.482585+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534040"
"210002534014";"Brunno Mattos";"Brunno Mattos da Silva";"13013";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Outros";"Deferido";"2026-09-21T17:06:17.133389+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534014"
"210002534049";"Claudio Toralles";"Claudio Marcos Peres Toralles";"13012";"PT";"FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL";"Outros";"Deferido";"2026-09-21T17:06:20.131558+00:00";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534049"
